length,support,support_ratio,event_type_sequence,locations,weights,weight_ratios
2,6.77880599242602,0.677880599242602,Home (private) -> Bar,"[(-74.00898152589798, 40.71049058128926), (-74.00898152589798, 40.62521200297396)]","(6.77880599242602,)","(0.677880599242602,)"
2,6.594418397369641,0.6594418397369641,American Restaurant -> Bar,"[(-74.00898152589798, 40.71049058128926), (-74.00898152589798, 40.62521200297396)]","(6.594418397369641,)","(0.6594418397369641,)"
2,5.4515848519757,0.54515848519757,Bar -> Road,"[(-73.8908548951149, 40.79576915960456), (-74.00898152589798, 40.79576915960456)]","(5.4515848519757,)","(0.54515848519757,)"
2,5.442430853601232,0.5442430853601232,Bar -> Road,"[(-74.00898152589798, 40.71049058128926), (-74.00898152589798, 40.79576915960456)]","(5.442430853601232,)","(0.5442430853601232,)"
2,5.4111493943197955,0.5411149394319795,Home (private) -> Road,"[(-74.00898152589798, 40.71049058128926), (-74.00898152589798, 40.79576915960456)]","(5.4111493943197955,)","(0.5411149394319795,)"
2,5.363398473812469,0.536339847381247,Deli / Bodega -> Road,"[(-74.00898152589798, 40.79576915960456), (-74.00898152589798, 40.79576915960456)]","(5.363398473812469,)","(0.536339847381247,)"
2,5.357848867658733,0.5357848867658733,American Restaurant -> Road,"[(-74.00898152589798, 40.71049058128926), (-74.00898152589798, 40.79576915960456)]","(5.357848867658733,)","(0.5357848867658733,)"
2,5.334574954980923,0.5334574954980923,Deli / Bodega -> Road,"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.79576915960456)]","(5.334574954980923,)","(0.5334574954980923,)"
2,5.318770513534445,0.5318770513534445,Gym / Fitness Center -> Road,"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.79576915960456)]","(5.318770513534445,)","(0.5318770513534445,)"
2,5.1493309202573085,0.5149330920257309,Home (private) -> Road,"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.79576915960456)]","(5.1493309202573085,)","(0.5149330920257309,)"
2,5.1187604631899,0.51187604631899,Bank -> Road,"[(-74.00898152589798, 40.79576915960456), (-74.00898152589798, 40.79576915960456)]","(5.1187604631899,)","(0.51187604631899,)"
2,5.110084409857363,0.5110084409857363,Home (private) -> Road,"[(-73.94991821050644, 40.753129870446905), (-74.00898152589798, 40.79576915960456)]","(5.110084409857363,)","(0.5110084409857363,)"
2,5.050579413593047,0.5050579413593047,Train Station -> Road,"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.79576915960456)]","(5.050579413593047,)","(0.5050579413593047,)"
