length,support,support_ratio,event_type_sequence,locations,weights,weight_ratios
2,5.738916051457539,0.5738916051457539,Food & Drink Shop -> Coffee Shop,"[(-74.00898152589798, 40.7540041755368), (-73.94991821050644, 40.7540041755368)]","(5.738916051457539,)","(0.5738916051457539,)"
2,5.689322077770912,0.5689322077770912,Bus Station -> Coffee Shop,"[(-74.00898152589798, 40.71152385094095), (-73.94991821050644, 40.7540041755368)]","(5.689322077770912,)","(0.5689322077770912,)"
2,5.680931519104481,0.5680931519104482,Subway -> Coffee Shop,"[(-73.94991821050644, 40.7540041755368), (-73.94991821050644, 40.7540041755368)]","(5.680931519104481,)","(0.5680931519104482,)"
2,5.670263354662955,0.5670263354662956,Train Station -> Coffee Shop,"[(-73.94991821050644, 40.71152385094095), (-73.94991821050644, 40.7540041755368)]","(5.670263354662955,)","(0.5670263354662956,)"
2,5.65078575941269,0.565078575941269,Bar -> Coffee Shop,"[(-73.94991821050644, 40.71152385094095), (-73.94991821050644, 40.7540041755368)]","(5.65078575941269,)","(0.565078575941269,)"
2,5.617561907434576,0.5617561907434576,Home (private) -> Coffee Shop,"[(-74.00898152589798, 40.7540041755368), (-73.94991821050644, 40.7540041755368)]","(5.617561907434576,)","(0.5617561907434576,)"
2,5.582188647723235,0.5582188647723235,Bus Station -> Coffee Shop,"[(-73.8908548951149, 40.79648450013265), (-73.94991821050644, 40.7540041755368)]","(5.582188647723235,)","(0.5582188647723235,)"
2,5.579105081888458,0.5579105081888458,Bar -> Coffee Shop,"[(-73.94991821050644, 40.7540041755368), (-73.94991821050644, 40.7540041755368)]","(5.579105081888458,)","(0.5579105081888458,)"
2,5.414346132404798,0.5414346132404798,Food & Drink Shop -> Coffee Shop,"[(-73.94991821050644, 40.7540041755368), (-73.94991821050644, 40.7540041755368)]","(5.414346132404798,)","(0.5414346132404798,)"
2,5.333377113241858,0.5333377113241858,Gym / Fitness Center -> Coffee Shop,"[(-73.94991821050644, 40.6690435263451), (-73.94991821050644, 40.7540041755368)]","(5.333377113241858,)","(0.5333377113241858,)"
2,5.297023049551602,0.5297023049551602,Bus Station -> Coffee Shop,"[(-74.06804484128952, 40.7540041755368), (-73.94991821050644, 40.7540041755368)]","(5.297023049551602,)","(0.5297023049551602,)"
2,5.167907061323274,0.5167907061323274,Park -> Coffee Shop,"[(-74.00898152589798, 40.7540041755368), (-73.94991821050644, 40.7540041755368)]","(5.167907061323274,)","(0.5167907061323274,)"
2,5.133413954186791,0.5133413954186791,Gym / Fitness Center -> Coffee Shop,"[(-73.94991821050644, 40.71152385094095), (-73.94991821050644, 40.7540041755368)]","(5.133413954186791,)","(0.5133413954186791,)"
